Unique ID,Asset name,Asset id,Organization/Account,Identifier,Source,CVSS,Title,Description,Package Name,Installed Version,Fixed Version,Remediation,Severity,Due date,First detected date,Fixability
358,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-4095,aws,7.8,"A use-after-free flaw was found in Linux kernel before 5.19.2. This issue occurs in cmd_hdl_filter in drivers/staging/rtl8712/rtl8712_cmd.c, allowing an attacker to launch a local denial of service attack and gain escalation of privileges.","A use-after-free flaw was found in Linux kernel before 5.19.2. This issue occurs in cmd_hdl_filter in drivers/staging/rtl8712/rtl8712_cmd.c, allowing an attacker to launch a local denial of service attack and gain escalation of privileges.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
359,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-3176,aws,7.8,"There exists a use-after-free in io_uring in the Linux kernel. Signalfd_poll() and binder_poll() use a waitqueue whose lifetime is the current task. It will send a POLLFREE notification to all waiters before the queue is freed. Unfortunately, the io_uring poll doesn't handle POLLFREE. This allows a use-after-free to occur if a signalfd or binder fd is polled with io_uring poll, and the waitqueue gets freed. We recommend upgrading past commit fc78b2fc21f10c4c9c4d5d659a685710ffa63659","There exists a use-after-free in io_uring in the Linux kernel. Signalfd_poll() and binder_poll() use a waitqueue whose lifetime is the current task. It will send a POLLFREE notification to all waiters before the queue is freed. Unfortunately, the io_uring poll doesn't handle POLLFREE. This allows a use-after-free to occur if a signalfd or binder fd is polled with io_uring poll, and the waitqueue gets freed. We recommend upgrading past commit fc78b2fc21f10c4c9c4d5d659a685710ffa63659",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
360,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-27666,aws,7.8,A heap buffer overflow flaw was found in IPsec ESP transformation code in net/ipv4/esp4.c and net/ipv6/esp6.c. This flaw allows a local attacker with a normal user privilege to overwrite kernel heap objects and may cause a local privilege escalation threat.,A heap buffer overflow flaw was found in IPsec ESP transformation code in net/ipv4/esp4.c and net/ipv6/esp6.c. This flaw allows a local attacker with a normal user privilege to overwrite kernel heap objects and may cause a local privilege escalation threat.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
361,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-6932,aws,7,A use-after-free vulnerability in the Linux kernel's ipv4: igmp component can be exploited to achieve local privilege escalation.  A race condition can be exploited to cause a timer be mistakenly registered on a RCU read locked object which is freed by another thread.  We recommend upgrading past commit e2b706c691905fe78468c361aaabc719d0a496f1.,A use-after-free vulnerability in the Linux kernel's ipv4: igmp component can be exploited to achieve local privilege escalation.  A race condition can be exploited to cause a timer be mistakenly registered on a RCU read locked object which is freed by another thread.  We recommend upgrading past commit e2b706c691905fe78468c361aaabc719d0a496f1.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
362,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-52451,aws,7.8,"In the Linux kernel, the following vulnerability has been resolved:  powerpc/pseries/memhp: Fix access beyond end of drmem array  dlpar_memory_remove_by_index() may access beyond the bounds of the drmem lmb array when the LMB lookup fails to match an entry with the given DRC index. When the search fails, the cursor is left pointing to &drmem_info->lmbs[drmem_info->n_lmbs], which is one element past the last valid entry in the array. The debug message at the end of the function then dereferences this pointer:          pr_debug(""Failed to hot-remove memory at %llx\n"",                  lmb->base_addr);  This was found by inspection and confirmed with KASAN:    pseries-hotplug-mem: Attempting to hot-remove LMB, drc index 1234   ==================================================================   BUG: KASAN: slab-out-of-bounds in dlpar_memory+0x298/0x1658   Read of size 8 at addr c000000364e97fd0 by task bash/949    dump_stack_lvl+0xa4/0xfc (unreliable)   print_report+0x214/0x63c   kasan_report+0x140/0x2e0   __asan_load8+0xa8/0xe0   dlpar_memory+0x298/0x1658   handle_dlpar_errorlog+0x130/0x1d0   dlpar_store+0x18c/0x3e0   kobj_attr_store+0x68/0xa0   sysfs_kf_write+0xc4/0x110   kernfs_fop_write_iter+0x26c/0x390   vfs_write+0x2d4/0x4e0   ksys_write+0xac/0x1a0   system_call_exception+0x268/0x530   system_call_vectored_common+0x15c/0x2ec    Allocated by task 1:    kasan_save_stack+0x48/0x80    kasan_set_track+0x34/0x50    kasan_save_alloc_info+0x34/0x50    __kasan_kmalloc+0xd0/0x120    __kmalloc+0x8c/0x320    kmalloc_array.constprop.0+0x48/0x5c    drmem_init+0x2a0/0x41c    do_one_initcall+0xe0/0x5c0    kernel_init_freeable+0x4ec/0x5a0    kernel_init+0x30/0x1e0    ret_from_kernel_user_thread+0x14/0x1c    The buggy address belongs to the object at c000000364e80000    which belongs to the cache kmalloc-128k of size 131072   The buggy address is located 0 bytes to the right of    allocated 98256-byte region [c000000364e80000, c000000364e97fd0)    ==================================================================   pseries-hotplug-mem: Failed to hot-remove memory at 0  Log failed lookups with a separate message and dereference the cursor only when it points to a valid entry.","In the Linux kernel, the following vulnerability has been resolved:  powerpc/pseries/memhp: Fix access beyond end of drmem array  dlpar_memory_remove_by_index() may access beyond the bounds of the drmem lmb array when the LMB lookup fails to match an entry with the given DRC index. When the search fails, the cursor is left pointing to &drmem_info->lmbs[drmem_info->n_lmbs], which is one element past the last valid entry in the array. The debug message at the end of the function then dereferences this pointer:          pr_debug(""Failed to hot-remove memory at %llx\n"",                  lmb->base_addr);  This was found by inspection and confirmed with KASAN:    pseries-hotplug-mem: Attempting to hot-remove LMB, drc index 1234   ==================================================================   BUG: KASAN: slab-out-of-bounds in dlpar_memory+0x298/0x1658   Read of size 8 at addr c000000364e97fd0 by task bash/949    dump_stack_lvl+0xa4/0xfc (unreliable)   print_report+0x214/0x63c   kasan_report+0x140/0x2e0   __asan_load8+0xa8/0xe0   dlpar_memory+0x298/0x1658   handle_dlpar_errorlog+0x130/0x1d0   dlpar_store+0x18c/0x3e0   kobj_attr_store+0x68/0xa0   sysfs_kf_write+0xc4/0x110   kernfs_fop_write_iter+0x26c/0x390   vfs_write+0x2d4/0x4e0   ksys_write+0xac/0x1a0   system_call_exception+0x268/0x530   system_call_vectored_common+0x15c/0x2ec    Allocated by task 1:    kasan_save_stack+0x48/0x80    kasan_set_track+0x34/0x50    kasan_save_alloc_info+0x34/0x50    __kasan_kmalloc+0xd0/0x120    __kmalloc+0x8c/0x320    kmalloc_array.constprop.0+0x48/0x5c    drmem_init+0x2a0/0x41c    do_one_initcall+0xe0/0x5c0    kernel_init_freeable+0x4ec/0x5a0    kernel_init+0x30/0x1e0    ret_from_kernel_user_thread+0x14/0x1c    The buggy address belongs to the object at c000000364e80000    which belongs to the cache kmalloc-128k of size 131072   The buggy address is located 0 bytes to the right of    allocated 98256-byte region [c000000364e80000, c000000364e97fd0)    ==================================================================   pseries-hotplug-mem: Failed to hot-remove memory at 0  Log failed lookups with a separate message and dereference the cursor only when it points to a valid entry.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
363,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-1652,aws,7.8,"Linux Kernel could allow a local attacker to execute arbitrary code on the system, caused by a concurrency use-after-free flaw in the bad_flp_intr function. By executing a specially-crafted program, an attacker could exploit this vulnerability to execute arbitrary code or cause a denial of service condition on the system.","Linux Kernel could allow a local attacker to execute arbitrary code on the system, caused by a concurrency use-after-free flaw in the bad_flp_intr function. By executing a specially-crafted program, an attacker could exploit this vulnerability to execute arbitrary code or cause a denial of service condition on the system.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
364,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-3493,aws,7.8,"The overlayfs implementation in the linux kernel did not properly validate with respect to user namespaces the setting of file capabilities on files in an underlying file system. Due to the combination of unprivileged user namespaces along with a patch carried in the Ubuntu kernel to allow unprivileged overlay mounts, an attacker could use this to gain elevated privileges.","The overlayfs implementation in the linux kernel did not properly validate with respect to user namespaces the setting of file capabilities on files in an underlying file system. Due to the combination of unprivileged user namespaces along with a patch carried in the Ubuntu kernel to allow unprivileged overlay mounts, an attacker could use this to gain elevated privileges.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
365,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-47520,aws,7.1,An issue was discovered in the Linux kernel before 6.0.11. Missing offset validation in drivers/net/wireless/microchip/wilc1000/hif.c in the WILC1000 wireless driver can trigger an out-of-bounds read when parsing a Robust Security Network (RSN) information element from a Netlink packet.,An issue was discovered in the Linux kernel before 6.0.11. Missing offset validation in drivers/net/wireless/microchip/wilc1000/hif.c in the WILC1000 wireless driver can trigger an out-of-bounds read when parsing a Robust Security Network (RSN) information element from a Netlink packet.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
366,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2013-7445,aws,7.8,"The Direct Rendering Manager (DRM) subsystem in the Linux kernel through 4.x mishandles requests for Graphics Execution Manager (GEM) objects, which allows context-dependent attackers to cause a denial of service (memory consumption) via an application that processes graphics data, as demonstrated by JavaScript code that creates many CANVAS elements for rendering by Chrome or Firefox.","The Direct Rendering Manager (DRM) subsystem in the Linux kernel through 4.x mishandles requests for Graphics Execution Manager (GEM) objects, which allows context-dependent attackers to cause a denial of service (memory consumption) via an application that processes graphics data, as demonstrated by JavaScript code that creates many CANVAS elements for rendering by Chrome or Firefox.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
367,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-35788,aws,7.8,An issue was discovered in fl_set_geneve_opt in net/sched/cls_flower.c in the Linux kernel before 6.3.7. It allows an out-of-bounds write in the flower classifier code via TCA_FLOWER_KEY_ENC_OPTS_GENEVE packets. This may result in denial of service or privilege escalation.,An issue was discovered in fl_set_geneve_opt in net/sched/cls_flower.c in the Linux kernel before 6.3.7. It allows an out-of-bounds write in the flower classifier code via TCA_FLOWER_KEY_ENC_OPTS_GENEVE packets. This may result in denial of service or privilege escalation.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
368,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-29154,aws,7.8,"BPF JIT compilers in the Linux kernel through 5.11.12 have incorrect computation of branch displacements, allowing them to execute arbitrary code within the kernel context. This affects arch/x86/net/bpf_jit_comp.c and arch/x86/net/bpf_jit_comp32.c.","BPF JIT compilers in the Linux kernel through 5.11.12 have incorrect computation of branch displacements, allowing them to execute arbitrary code within the kernel context. This affects arch/x86/net/bpf_jit_comp.c and arch/x86/net/bpf_jit_comp32.c.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
369,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-3567,aws,7.1,A use-after-free flaw was found in vcs_read in drivers/tty/vt/vc_screen.c in vc_screen in the Linux Kernel. This issue may allow an attacker with local user access to cause a system crash or leak internal kernel information.,A use-after-free flaw was found in vcs_read in drivers/tty/vt/vc_screen.c in vc_screen in the Linux Kernel. This issue may allow an attacker with local user access to cause a system crash or leak internal kernel information.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
370,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-30594,aws,7.8,The Linux kernel before 5.17.2 mishandles seccomp permissions. The PTRACE_SEIZE code path allows attackers to bypass intended restrictions on setting the PT_SUSPEND_SECCOMP flag.,The Linux kernel before 5.17.2 mishandles seccomp permissions. The PTRACE_SEIZE code path allows attackers to bypass intended restrictions on setting the PT_SUSPEND_SECCOMP flag.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
371,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-39189,aws,7.8,An issue was discovered the x86 KVM subsystem in the Linux kernel before 5.18.17. Unprivileged guest users can compromise the guest kernel because TLB flush operations are mishandled in certain KVM_VCPU_PREEMPTED situations.,An issue was discovered the x86 KVM subsystem in the Linux kernel before 5.18.17. Unprivileged guest users can compromise the guest kernel because TLB flush operations are mishandled in certain KVM_VCPU_PREEMPTED situations.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
372,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-4207,aws,7.8,"A use-after-free vulnerability in the Linux kernel's net/sched: cls_fw component can be exploited to achieve local privilege escalation.  When fw_change() is called on an existing filter, the whole tcf_result struct is always copied into the new instance of the filter. This causes a problem when updating a filter bound to a class, as tcf_unbind_filter() is always called on the old instance in the success path, decreasing filter_cnt of the still referenced class and allowing it to be deleted, leading to a use-after-free.  We recommend upgrading past commit 76e42ae831991c828cffa8c37736ebfb831ad5ec.","A use-after-free vulnerability in the Linux kernel's net/sched: cls_fw component can be exploited to achieve local privilege escalation.  When fw_change() is called on an existing filter, the whole tcf_result struct is always copied into the new instance of the filter. This causes a problem when updating a filter bound to a class, as tcf_unbind_filter() is always called on the old instance in the success path, decreasing filter_cnt of the still referenced class and allowing it to be deleted, leading to a use-after-free.  We recommend upgrading past commit 76e42ae831991c828cffa8c37736ebfb831ad5ec.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
373,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2020-25672,aws,7.5,A memory leak vulnerability was found in Linux kernel in llcp_sock_connect,A memory leak vulnerability was found in Linux kernel in llcp_sock_connect,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
374,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-0266,aws,7.8,A use after free vulnerability exists in the ALSA PCM package in the Linux Kernel. SNDRV_CTL_IOCTL_ELEM_{READ|WRITE}32 is missing locks that can be used in a use-after-free that can result in a priviledge escalation to gain ring0 access from the system user. We recommend upgrading past commit 56b88b50565cd8b946a2d00b0c83927b7ebb055e,A use after free vulnerability exists in the ALSA PCM package in the Linux Kernel. SNDRV_CTL_IOCTL_ELEM_{READ|WRITE}32 is missing locks that can be used in a use-after-free that can result in a priviledge escalation to gain ring0 access from the system user. We recommend upgrading past commit 56b88b50565cd8b946a2d00b0c83927b7ebb055e,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
375,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-3111,aws,7.8,A use after free vulnerability was found in prepare_to_relocate in fs/btrfs/relocation.c in btrfs in the Linux Kernel. This possible flaw can be triggered by calling btrfs_ioctl_balance() before calling btrfs_ioctl_defrag().,A use after free vulnerability was found in prepare_to_relocate in fs/btrfs/relocation.c in btrfs in the Linux Kernel. This possible flaw can be triggered by calling btrfs_ioctl_balance() before calling btrfs_ioctl_defrag().,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
376,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-1838,aws,7.1,"A use-after-free flaw was found in vhost_net_set_backend in drivers/vhost/net.c in virtio network subcomponent in the Linux kernel due to a double fget. This flaw could allow a local attacker to crash the system, and could even lead to a kernel information leak problem.","A use-after-free flaw was found in vhost_net_set_backend in drivers/vhost/net.c in virtio network subcomponent in the Linux kernel due to a double fget. This flaw could allow a local attacker to crash the system, and could even lead to a kernel information leak problem.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
377,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-45934,aws,7.8,An issue was discovered in the Linux kernel through 6.0.10. l2cap_config_req in net/bluetooth/l2cap_core.c has an integer wraparound via L2CAP_CONF_REQ packets.,An issue was discovered in the Linux kernel through 6.0.10. l2cap_config_req in net/bluetooth/l2cap_core.c has an integer wraparound via L2CAP_CONF_REQ packets.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
378,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-3812,aws,7.8,An out-of-bounds memory access flaw was found in the Linux kernel’s TUN/TAP device driver functionality in how a user generates a malicious (too big) networking packet when napi frags is enabled. This flaw allows a local user to crash or potentially escalate their privileges on the system.,An out-of-bounds memory access flaw was found in the Linux kernel’s TUN/TAP device driver functionality in how a user generates a malicious (too big) networking packet when napi frags is enabled. This flaw allows a local user to crash or potentially escalate their privileges on the system.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
379,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-3268,aws,7.1,An out of bounds (OOB) memory access flaw was found in the Linux kernel in relay_file_read_start_pos in kernel/relay.c in the relayfs. This flaw could allow a local attacker to crash the system or leak kernel internal information.,An out of bounds (OOB) memory access flaw was found in the Linux kernel in relay_file_read_start_pos in kernel/relay.c in the relayfs. This flaw could allow a local attacker to crash the system or leak kernel internal information.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
380,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-35001,aws,7.8,Linux Kernel nftables Out-Of-Bounds Read/Write Vulnerability; nft_byteorder poorly handled vm register contents when CAP_NET_ADMIN is in any user or network namespace,Linux Kernel nftables Out-Of-Bounds Read/Write Vulnerability; nft_byteorder poorly handled vm register contents when CAP_NET_ADMIN is in any user or network namespace,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
381,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-4157,aws,8,"An out of memory bounds write flaw (1 or 2 bytes of memory) in the Linux kernel NFS subsystem was found in the way users use mirroring (replication of files with NFS). A user, having access to the NFS mount, could potentially use this flaw to crash the system or escalate privileges on the system.","An out of memory bounds write flaw (1 or 2 bytes of memory) in the Linux kernel NFS subsystem was found in the way users use mirroring (replication of files with NFS). A user, having access to the NFS mount, could potentially use this flaw to crash the system or escalate privileges on the system.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
382,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-38207,aws,7.5,drivers/net/ethernet/xilinx/ll_temac_main.c in the Linux kernel before 5.12.13 allows remote attackers to cause a denial of service (buffer overflow and lockup) by sending heavy network traffic for about ten minutes.,drivers/net/ethernet/xilinx/ll_temac_main.c in the Linux kernel before 5.12.13 allows remote attackers to cause a denial of service (buffer overflow and lockup) by sending heavy network traffic for about ten minutes.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
383,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-3635,aws,7,"A vulnerability, which was classified as critical, has been found in Linux Kernel. Affected by this issue is the function tst_timer of the file drivers/atm/idt77252.c of the component IPsec. The manipulation leads to use after free. It is recommended to apply a patch to fix this issue. VDB-211934 is the identifier assigned to this vulnerability.","A vulnerability, which was classified as critical, has been found in Linux Kernel. Affected by this issue is the function tst_timer of the file drivers/atm/idt77252.c of the component IPsec. The manipulation leads to use after free. It is recommended to apply a patch to fix this issue. VDB-211934 is the identifier assigned to this vulnerability.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
384,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2024-23307,aws,7.8,"Integer Overflow or Wraparound vulnerability in Linux Linux kernel kernel on Linux, x86, ARM (md, raid, raid5 modules) allows Forced Integer Overflow.","Integer Overflow or Wraparound vulnerability in Linux Linux kernel kernel on Linux, x86, ARM (md, raid, raid5 modules) allows Forced Integer Overflow.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
385,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-3640,aws,7,A flaw use-after-free in function sco_sock_sendmsg() of the Linux kernel HCI subsystem was found in the way user calls ioct UFFDIO_REGISTER or other way triggers race condition of the call sco_conn_del() together with the call sco_sock_sendmsg() with the expected controllable faulting memory page. A privileged local user could use this flaw to crash the system or escalate their privileges on the system.,A flaw use-after-free in function sco_sock_sendmsg() of the Linux kernel HCI subsystem was found in the way user calls ioct UFFDIO_REGISTER or other way triggers race condition of the call sco_conn_del() together with the call sco_sock_sendmsg() with the expected controllable faulting memory page. A privileged local user could use this flaw to crash the system or escalate their privileges on the system.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
386,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-4378,aws,7.8,A stack overflow flaw was found in the Linux kernel's SYSCTL subsystem in how a user changes certain kernel parameters and variables. This flaw allows a local user to crash or potentially escalate their privileges on the system.,A stack overflow flaw was found in the Linux kernel's SYSCTL subsystem in how a user changes certain kernel parameters and variables. This flaw allows a local user to crash or potentially escalate their privileges on the system.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
387,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-2639,aws,7.8,"An integer coercion error was found in the openvswitch kernel module. Given a sufficiently large number of actions, while copying and reserving memory for a new action of a new flow, the reserve_sfa_size() function does not return -EMSGSIZE as expected, potentially leading to an out-of-bounds write access. This flaw allows a local user to crash or potentially escalate their privileges on the system.","An integer coercion error was found in the openvswitch kernel module. Given a sufficiently large number of actions, while copying and reserving memory for a new action of a new flow, the reserve_sfa_size() function does not return -EMSGSIZE as expected, potentially leading to an out-of-bounds write access. This flaw allows a local user to crash or potentially escalate their privileges on the system.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
388,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-3090,aws,7.8,A heap out-of-bounds write vulnerability in the Linux Kernel ipvlan network driver can be exploited to achieve local privilege escalation.  The out-of-bounds write is caused by missing skb->cb  initialization in the ipvlan network driver. The vulnerability is reachable if CONFIG_IPVLAN is enabled.   We recommend upgrading past commit 90cbed5247439a966b645b34eb0a2e037836ea8e.,A heap out-of-bounds write vulnerability in the Linux Kernel ipvlan network driver can be exploited to achieve local privilege escalation.  The out-of-bounds write is caused by missing skb->cb  initialization in the ipvlan network driver. The vulnerability is reachable if CONFIG_IPVLAN is enabled.   We recommend upgrading past commit 90cbed5247439a966b645b34eb0a2e037836ea8e.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
389,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-1679,aws,7.8,A use-after-free flaw was found in the Linux kernel’s Atheros wireless adapter driver in the way a user forces the ath9k_htc_wait_for_target function to fail with some input messages. This flaw allows a local user to crash or potentially escalate their privileges on the system.,A use-after-free flaw was found in the Linux kernel’s Atheros wireless adapter driver in the way a user forces the ath9k_htc_wait_for_target function to fail with some input messages. This flaw allows a local user to crash or potentially escalate their privileges on the system.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
390,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-28466,aws,7,"do_tls_getsockopt in net/tls/tls_main.c in the Linux kernel through 6.2.6 lacks a lock_sock call, leading to a race condition (with a resultant use-after-free or NULL pointer dereference).","do_tls_getsockopt in net/tls/tls_main.c in the Linux kernel through 6.2.6 lacks a lock_sock call, leading to a race condition (with a resultant use-after-free or NULL pointer dereference).",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
391,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-39713,aws,7,Product: AndroidVersions: Android kernelAndroid ID: A-173788806References: Upstream kernel,Product: AndroidVersions: Android kernelAndroid ID: A-173788806References: Upstream kernel,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
392,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-4244,aws,7,"A use-after-free vulnerability in the Linux kernel's netfilter: nf_tables component can be exploited to achieve local privilege escalation.  Due to a race condition between nf_tables netlink control plane transaction and nft_set element garbage collection, it is possible to underflow the reference counter causing a use-after-free vulnerability.  We recommend upgrading past commit 3e91b0ebd994635df2346353322ac51ce84ce6d8.","A use-after-free vulnerability in the Linux kernel's netfilter: nf_tables component can be exploited to achieve local privilege escalation.  Due to a race condition between nf_tables netlink control plane transaction and nft_set element garbage collection, it is possible to underflow the reference counter causing a use-after-free vulnerability.  We recommend upgrading past commit 3e91b0ebd994635df2346353322ac51ce84ce6d8.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
393,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-38300,aws,7.8,"arch/mips/net/bpf_jit.c in the Linux kernel before 5.4.10 can generate undesirable machine code when transforming unprivileged cBPF programs, allowing execution of arbitrary code within the kernel context. This occurs because conditional branches can exceed the 128 KB limit of the MIPS architecture.","arch/mips/net/bpf_jit.c in the Linux kernel before 5.4.10 can generate undesirable machine code when transforming unprivileged cBPF programs, allowing execution of arbitrary code within the kernel context. This occurs because conditional branches can exceed the 128 KB limit of the MIPS architecture.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
394,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-22555,aws,7.8,A heap out-of-bounds write affecting Linux since v2.6.19-rc1 was discovered in net/netfilter/x_tables.c. This allows an attacker to gain privileges or cause a DoS (via heap memory corruption) through user name space,A heap out-of-bounds write affecting Linux since v2.6.19-rc1 was discovered in net/netfilter/x_tables.c. This allows an attacker to gain privileges or cause a DoS (via heap memory corruption) through user name space,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
395,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-2586,aws,7.8,"It was discovered that a nft object or expression could reference a nft set on a different nft table, leading to a use-after-free once that table was deleted.","It was discovered that a nft object or expression could reference a nft set on a different nft table, leading to a use-after-free once that table was deleted.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
